beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SZP560,鼎泰四方全新好1号证券私募投资基金,鼎泰四方全新好1号,深圳鼎泰四方,2026-08-28,5.3778,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鼎泰四方全新好1号证券私募投资基金,正在运作,鼎泰四方（深圳）私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SZQ874,千象盛世量化选股10号私募证券投资基金,千象盛世量化选股10号,上海千象资产,2026-08-28,1.5565,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,千象盛世量化选股10号私募证券投资基金,正在运作,上海千象资产管理有限公司,no,0,,,,,no,,,,,,,
SZR013,上国象欣荣私募证券投资基金,上国象欣荣,北京上国象,2026-08-28,1.1772,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,上国象欣荣私募证券投资基金,正在运作,北京上国象私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZR293,朗坤旭日宏观进取私募证券投资基金,朗坤旭日宏观进取,福州朗坤,2026-08-28,1.1318,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,朗坤旭日宏观进取私募证券投资基金,正在运作,福州朗坤私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZR599,止于至善科技创新1号私募证券投资基金,止于至善科技创新1号,北京止于至善投资,2026-08-28,1.7705,股票多头,,no,in_table_null_latest_nav_date,yes,yes,止于至善科技创新1号私募证券投资基金,正在运作,北京止于至善投资管理有限公司,no,0,,,,,no,,,,,,,
SZS956,和聚荣盛2期私募证券投资基金,和聚荣盛2期,北京和聚,2026-08-28,1.2175,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,和聚荣盛2期私募证券投资基金,正在运作,北京和聚私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZS958,和聚荣盛2期1号私募证券投资基金,和聚荣盛2期1号,北京和聚,2026-08-28,1.1363,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,和聚荣盛2期1号私募证券投资基金,正在运作,北京和聚私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZT004,明泽泰达二十七号私募证券投资基金,明泽泰达二十七号,安徽明泽投资,2026-08-28,0.8196,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,明泽泰达二十七号私募证券投资基金,正在运作,安徽明泽投资管理有限公司,no,0,,,,,no,,,,,,,
SZT852,鑫厚庆丰1号私募证券投资基金,鑫厚庆丰1号,浙江鑫厚投资,2026-08-28,2.3562,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,鑫厚庆丰1号私募证券投资基金,正在运作,浙江鑫厚投资管理有限公司,no,0,,,,,no,,,,,,,
SZU679,同泽细水增利私募证券投资基金,同泽细水增利,广州同泽投资,2026-08-28,0.8903,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,同泽细水增利私募证券投资基金,正在运作,广州同泽投资管理有限公司,no,0,,,,,no,,,,,,,
SZV189,贝得中证A500指数增强1号私募证券投资基金,贝得中证A500指数增强1号,珠海贝得,2026-08-28,1.5308,股票多头,A500指增,no,in_table_null_latest_nav_date,yes,yes,贝得中证A500指数增强1号私募证券投资基金,正在运作,珠海贝得私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZX660,瀚石方舟一号私募证券投资基金,瀚石方舟一号,杭州瀚石,2026-08-28,1.3394,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,瀚石方舟一号私募证券投资基金,正在运作,杭州瀚石私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZY656,宣夜投资星图量化宏观二号私募证券投资基金,宣夜投资星图量化宏观二号,上海宣夜投资,2026-08-28,1.2122,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,宣夜投资星图量化宏观二号私募证券投资基金,正在运作,上海宣夜投资管理有限公司,no,0,,,,,no,,,,,,,
SZY657,宣夜投资悦晟一号私募证券投资基金,宣夜投资悦晟一号,上海宣夜投资,2026-08-28,0.835,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,宣夜投资悦晟一号私募证券投资基金,正在运作,上海宣夜投资管理有限公司,no,0,,,,,no,,,,,,,
T1031A,双隆-隆富2号私募证券投资基金A类份额,双隆-隆富2号A类,上海双隆投资,2026-08-28,2.3631,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
T9786A,美好狄拉克一号多策略私募投资基金A类份额,美好狄拉克一号多策略A类,广东横琴广鑫美好,2026-08-28,2.5798,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TB331B,湘宁国标CTA三号私募证券投资基金B类份额,湘宁国标CTA三号B类,珠海世豪,2026-08-28,1.7713,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TE102C,京盈智投博远私募证券投资基金C类份额,京盈智投博远C类,珠海京盈智投,2026-08-28,3.044,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TF557B,高通朝天门51号私募证券投资基金B类份额,高通朝天门51号B类,上海秋水高通,2026-08-28,1.0558,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TK544C,德银进取一号私募证券投资基金C类份额,德银进取一号C类,广州德银,2026-08-28,2.4579,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TK590B,望正景气行业精选私募证券投资基金B类份额,望正景气行业精选B类,深圳望正资管,2026-08-28,1.8812,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TL354A,证道点复1号私募证券投资基金A类份额,证道点复1号A类,厦门证道,2026-08-28,1.191,股票对冲,股票T0,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TL927A,证道嘉汇1号私募证券投资基金A类份额,证道嘉汇1号A类,厦门证道,2026-08-28,0.8767,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TU951B,复胜盛世一号私募证券投资基金B类份额,复胜盛世一号B类,上海复胜资管,2026-08-28,1.72,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TV946A,耶诺稳健精选私募证券投资基金A类份额,耶诺稳健精选A类,上海耶诺资管,2026-08-28,1.6997,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VF076A,泓赫股票精选私募证券投资基金A类份额,泓赫股票精选A类,上海泓赫投资,2026-08-28,1.1384,股票多头,量化选股,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VJ908A,贡戛之春私募证券投资基金A类份额,贡戛之春A类,上海贡戛,2026-08-28,1.3805,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VM387B,尚艺量化全天候中波动版1号私募证券投资基金B类份额,尚艺量化全天候中波动版1号B类,北京尚艺,2026-08-28,1.3289,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VP401A,中舍明径一号私募证券投资基金A类份额,中舍明径一号A类,杭州中舍资管,2026-08-28,0.9317,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VP565A,星际德韬私募证券投资基金A类份额,星际德韬A类,长兴星际,2026-08-28,1.568,股票对冲,股票多空,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VS254A,璞真私行汇稳增2号私募证券投资基金A类份额,璞真私行汇稳增2号A类,上海璞真,2026-08-28,1.2994,多资产策略,宏观策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VW270A,竹润机器人精选1号私募证券投资基金A类份额,竹润机器人精选1号A类,上海竹润投资,2026-08-28,1.1723,债券策略,信用债,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VW482A,仙童鼎信平衡型私募证券投资基金A类份额,仙童鼎信平衡型A类,天津仙童投资,2026-08-28,1.0731,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VX212B,奕睿策略优选1号私募证券投资基金B类份额,奕睿策略优选1号B类,上海奕睿,2026-08-28,2.0301,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
X5938B,东方港湾心流投资私募基金B类份额,东方港湾心流投资B类,深圳东方港湾投资,2026-08-28,1.504,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
X9542B,泽塔盖德尔雪币2号私募证券投资基金B类份额,泽塔盖德尔雪币2号B类,海南泽塔,2026-08-28,0.8874,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XC369B,小黑妞星斗1号私募证券投资基金B类份额,小黑妞星斗1号B类,上海小黑妞资管,2026-08-28,1.3008,期货策略,主观期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XC467B,万方进取1号私募证券投资基金B类份额,万方进取1号B类,珠海横琴万方,2026-08-28,1.8707,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XC968B,升科否证私募证券投资基金B类份额,升科否证B类,海南否证,2026-08-28,1.6965,其他,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XD020B,赜远尊享中证2000指数增强6号私募证券投资基金B类份额,赜远尊享中证2000指数增强6号B类,珠海赜远,2026-08-28,1.0104,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XD068B,和御稳健精选私募证券投资基金B类份额,和御稳健精选B类,宁波和御,2026-08-28,1.2335,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XF707A,玉数量化选股一号私募证券投资基金A类份额,玉数量化选股一号A类,上海玉数投资,2026-08-28,1.0289,股票多头,量化选股,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XH592B,聚力财富成长1号私募证券投资基金B类份额,聚力财富成长1号B类,湖南聚力财富,2026-08-28,2.4624,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XJ186A,泉智期选1号私募证券投资基金A类份额,泉智期选1号A类,晋江泉智,2026-08-28,1.3858,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XM641B,高益攀登者一号私募证券投资基金B类份额,高益攀登者一号B类,深圳高益,2026-08-28,1.8329,股票多头,量化选股,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XP080A,丹金新远私募证券投资基金A类份额,丹金新远A类,厦门丹金恒信,2026-08-28,0.987,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XP356B,泰创稳健二号私募证券投资基金B类份额,泰创稳健二号B类,北京泰创投资,2026-08-28,0.9313,套利策略,混合套利,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XW302B,紫外线9号私募证券投资基金B类份额,紫外线9号B类,杭州紫外线,2026-08-28,1.1941,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XW632B,定朔中性6号私募证券投资基金B类份额,定朔中性6号B类,海南定朔,2026-08-28,1.385,股票对冲,股票市场中性,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XX122A,时代复兴500劲增一号私募证券投资基金A类份额,时代复兴500劲增一号A类,北京时代复兴投资,2026-08-28,1.6284,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XZ363A,沐盛日升私募证券投资基金A类份额,沐盛日升A类,湖南沐盛,2026-08-28,1.0218,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XZ544B,中胜小牛1号私募证券投资基金B类份额,中胜小牛1号B类,新余中胜峥盈资管,2026-08-28,2.2009,债券策略,债券复合,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZB124B,巨量均衡可转债猎鹰一号私募证券投资基金B类份额,巨量均衡可转债猎鹰一号B类,珠海巨量均衡,2026-08-28,1.2042,股票多头,可转债多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZB642B,博润稳健多策略2号私募证券投资基金B类份额,博润稳健多策略2号B类,北京博润银泰投资,2026-08-28,1.087,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZC962B,双城前锋5号私募证券投资基金B类份额,双城前锋5号B类,上海双城,2026-08-28,1.046,债券策略,信用债,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZF089D,瑞倍稳聚1号私募证券投资基金D类份额,瑞倍稳聚1号D类,宁波瑞倍,2026-08-28,1.0099,套利策略,基金套利,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZF893A,恒立卓越私募证券投资基金1号A类份额,恒立卓越1号A类,海南恒立,2026-08-28,0.9821,套利策略,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZH498A,竹润量化多策略选股2号私募证券投资基金A类份额,竹润量化多策略选股2号A类,上海竹润投资,2026-08-28,1.5191,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZJ340A,皓普麓山精选1号私募证券投资基金A类份额,皓普麓山精选1号A类,湖南皓普,2026-08-28,1.2776,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZM703B,吉丰永利三号私募证券投资基金B类份额,吉丰永利三号B类,北京吉丰,2026-08-28,1.24,债券策略,信用债,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZP673C,若水明道钉钉勤业CTA精选1号私募证券投资基金C类份额,若水明道钉钉勤业CTA精选1号C类,南京若水明道,2026-08-28,1.2049,期货策略,主观期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZQ874B,千象盛世量化选股10号私募证券投资基金B类份额,千象盛世量化选股10号B类,上海千象资产,2026-08-28,1.5876,股票多头,量化选股,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZS142A,泉智期选3号私募证券投资基金A类份额,泉智期选3号A类,晋江泉智,2026-08-28,1.0493,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZS478B,森恩临界私募证券投资基金B类份额,森恩临界B类,上海森恩资管,2026-08-28,1.068,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZY656A,宣夜投资星图量化宏观二号私募证券投资基金A类份额,宣夜投资星图量化宏观二号A类,上海宣夜投资,2026-08-28,1.2108,债券策略,信用债,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AAT35B,正定中证500指数增强1号私募证券投资基金B类份额,正定中证500指数增强1号B类,北京正定,2026-08-31,2.3714,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AAT36B,正定中证1000指数增强1号私募证券投资基金B类份额,正定中证1000指数增强1号B类,北京正定,2026-08-31,2.0192,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AEQ57A,衍盛中证1000指数增强建享2号私募证券投资基金A类份额,衍盛中证1000指数增强建享2号A类,深圳衍盛,2026-08-31,1.6027,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AFS80A,玉数涵瑞专享二十号私募证券投资基金A类份额,玉数涵瑞专享二十号A类,上海玉数投资,2026-08-31,1.1068,股票对冲,股票市场中性,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AGC04A,晨翰桑榆1号私募证券投资基金A类份额,晨翰桑榆1号A类,晋江晨翰,2026-08-31,1.1848,期货策略,主观期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AJG05C,衍合多策略CTA1号私募证券投资基金C类份额,衍合多策略CTA1号C类,上海衍合,2026-08-31,1.3972,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AJU22A,趣时远见私募证券投资基金A类份额,趣时远见A类,上海趣时资管,2026-08-31,2.0488,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AKG42A,玉数涵瑞专享二十一号私募证券投资基金A类份额,玉数涵瑞专享二十一号A类,上海玉数投资,2026-08-31,1.2357,股票对冲,股票市场中性,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
