beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SXJ539,岚湖丰泽1号二期联接一期私募证券投资基金,岚湖丰泽1号二期联接一期,岚湖基金,2026-08-31,1.0444,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,岚湖丰泽1号二期联接一期私募证券投资基金,正在运作,海南岚湖私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXP272,众壹资产量合专享5号私募证券投资基金,众壹资产量合专享5号,上海众壹,2026-08-31,1.0143,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,众壹资产量合专享5号私募证券投资基金,正在运作,上海众壹私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXP674,会世丰盈多策略1号私募证券投资基金,会世丰盈多策略1号,上海会世,2026-08-31,1.6121,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,会世丰盈多策略1号私募证券投资基金,正在运作,上海会世私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXP895,一三一风火轮3号私募证券投资基金,一三一风火轮3号,南京一三一,2026-08-31,1.4555,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,一三一风火轮3号私募证券投资基金,正在运作,南京一三一私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXR755,乾瓴成长有方私募证券投资基金,乾瓴成长有方,北京乾瓴,2026-08-31,1.5729,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,乾瓴成长有方私募证券投资基金,正在运作,北京乾瓴私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXU628,海辉华盛砺锋-恒顺私募证券投资基金,海辉华盛砺锋-恒顺,广东海辉华盛证券投资,2026-08-31,1.0256,股票多头,300指增,no,in_table_null_latest_nav_date,yes,yes,海辉华盛砺锋-恒顺私募证券投资基金,正在运作,广东海辉华盛证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SXU665,海辉华盛砺锋-恒强私募证券投资基金,海辉华盛砺锋-恒强,广东海辉华盛证券投资,2026-08-31,1.1956,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,海辉华盛砺锋-恒强私募证券投资基金,正在运作,广东海辉华盛证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SXW027,金通方嘉年华私募证券投资基金,金通方嘉年华,重庆金通方,2026-08-31,1.0858,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,金通方嘉年华私募证券投资基金,正在运作,重庆金通方私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SXW503,汉马无为衍生型组合私募证券投资基金,汉马无为衍生型组合,广州汉马,2026-08-31,1.2761,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,汉马无为衍生型组合私募证券投资基金,正在运作,广州汉马私募基金管理有限公司,no,0,,,,,no,,,,,,,
SXX122,时代复兴500劲增一号私募证券投资基金,时代复兴500劲增一号,北京时代复兴投资,2026-08-31,1.6868,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,时代复兴500劲增一号私募证券投资基金,正在运作,北京时代复兴投资管理有限公司,no,0,,,,,no,,,,,,,
SXZ235,玖润启航6号私募证券投资基金,玖润启航6号,西安玖润投资,2026-08-31,1.105,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,玖润启航6号私募证券投资基金,正在运作,西安玖润投资管理有限公司,no,0,,,,,no,,,,,,,
SY1044,钱塘希瓦小牛2号私募基金,钱塘希瓦小牛2号,海南希瓦,2026-08-31,2.6624,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,钱塘希瓦小牛2号私募基金,正在运作,海南希瓦私募基金管理有限责任公司,no,0,,,,,no,,,,,,,
SY9543,景林致远基金专享私募子基金JFZ1期,景林致远基金专享私募子基金JFZ1期,上海景林资管,2026-08-31,3.4802,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林致远基金专享私募子基金JFZ1期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SZE124,展鹏创享21号私募证券投资基金,展鹏创享21号,青岛展鹏,2026-08-31,1.0648,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,展鹏创享21号私募证券投资基金,正在运作,青岛展鹏私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZE372,崇正致远三号私募证券投资基金,崇正致远三号,广州崇正,2026-08-31,1.5671,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,崇正致远三号私募证券投资基金,正在运作,广州崇正私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SZH407,新方程平衡策略优选私募证券投资基金,新方程平衡策略优选,上海新方程,2026-08-31,0.9946,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,新方程平衡策略优选私募证券投资基金,正在运作,上海新方程私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZJ258,至坤繁星咬金1号私募证券投资基金,至坤繁星咬金1号,上海梵星,2026-08-31,1.8632,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,至坤繁星咬金1号私募证券投资基金,正在运作,上海梵星私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZJ561,嘉和传承行稳致远FOF二期私募证券投资基金,嘉和传承行稳致远FOF二期,上海嘉和传承,2026-08-31,1.0556,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,嘉和传承行稳致远FOF二期私募证券投资基金,正在运作,上海嘉和传承私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZL378,和常同舟一号私募证券投资基金,和常同舟一号,上海和常投资,2026-08-31,1.3717,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,和常同舟一号私募证券投资基金,正在运作,上海和常投资管理有限公司,no,0,,,,,no,,,,,,,
SZL779,景曦长盛一号私募证券投资基金,景曦长盛一号,安徽景曦,2026-08-31,2.7255,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景曦长盛一号私募证券投资基金,正在运作,安徽景曦私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZM085,添益日冕CTA1号私募证券投资基金,添益日冕CTA1号,上海添益,2026-08-31,1.1229,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,添益日冕CTA1号私募证券投资基金,正在运作,上海添益私募基金管理有限责任公司,no,0,,,,,no,,,,,,,
SZN440,和合珑德3号私募证券投资基金,和合珑德3号,深圳和合易泰,2026-08-31,0.77,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,和合珑德3号私募证券投资基金,正在运作,深圳和合易泰私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SZQ690,理石秃鹫3号私募证券投资基金,理石秃鹫3号,上海理石投资,2026-08-31,1.0429,债券策略,信用债,no,in_table_null_latest_nav_date,yes,yes,理石秃鹫3号私募证券投资基金,正在运作,上海理石投资管理有限公司,no,0,,,,,no,,,,,,,
SZR213,中润东方禾元实业私募证券投资基金,中润东方禾元实业,深圳中润东方资管,2026-08-31,1.0505,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,中润东方禾元实业私募证券投资基金,正在运作,深圳市中润东方资产管理有限公司,no,0,,,,,no,,,,,,,
SZR251,睿凝乾德中证2000进取型指数增强私募证券投资基金,睿凝乾德中证2000进取型指数增强,北京睿凝,2026-08-31,1.352,股票多头,2000指增,no,in_table_null_latest_nav_date,yes,yes,睿凝乾德中证2000进取型指数增强私募证券投资基金,正在运作,北京睿凝私募基金管理有限公司,no,0,,,,,no,,,,,,,
SZU980,融政创沅2号私募证券投资基金,融政创沅2号,广州融政创沅,2026-08-31,1.155,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,融政创沅2号私募证券投资基金,正在运作,广州融政创沅私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SZY001,磐厚动量-远翔5号私募证券投资基金,磐厚动量-远翔5号,上海磐厚动量资管,2026-08-31,1.0986,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,磐厚动量-远翔5号私募证券投资基金,正在运作,磐厚动量(上海)资本管理有限公司,no,0,,,,,no,,,,,,,
TF354A,云阳二期私募证券投资基金A类份额,云阳二期A类,苏州云阳宜品投资,2026-08-31,1.1788,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TG790A,宏桥组合一号私募证券投资基金A类份额,宏桥组合一号A类,烟台宏桥,2026-08-31,1.8971,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TQ517B,诚熠丰源3号私募证券投资基金B类份额,诚熠丰源3号B类,上海诚熠,2026-08-31,1.19,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
TV726A,宏翼期权套利2号私募证券投资基金A类份额,宏翼期权套利2号A类,上海宏翼,2026-08-31,1.258,期权策略,场内期权,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VT375C,今通今虎添翼中性私募证券投资基金C类份额,今通今虎添翼中性C类,上海今通投资,2026-08-31,1.428,股票对冲,股票市场中性,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
VX476A,方圆鑫启明星一号私募证券投资基金A类份额,方圆鑫启明星一号A类,深圳方圆鑫,2026-08-31,0.7718,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
X4689B,开思专选私募证券投资基金B类份额,开思专选B类,上海开思,2026-08-31,7.1965,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XE291A,谷启君怡CTA1号私募证券投资基金A类,谷启君怡CTA1号A类,武汉谷启,2026-08-31,1.291,期货策略,主观期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XE364A,嘉策百煅十一号私募证券投资基金A类份额,嘉策百煅十一号A类,上海嘉策百煅,2026-08-31,1.5067,股票对冲,股票T0,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XP674A,会世丰盈多策略1号私募证券投资基金A类份额,会世丰盈多策略1号A类,上海会世,2026-08-31,1.5598,期货策略,量化期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
XX122B,时代复兴500劲增一号私募证券投资基金B类份额,时代复兴500劲增一号B类,北京时代复兴投资,2026-08-31,1.6896,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZA887B,恒穗基业常青-家族专享六号私募证券投资基金B类份额,恒穗基业常青-家族专享六号B类,上海恒穗投资,2026-08-31,1.8413,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZB966A,玉数涵瑞中证1000指数增强一号私募证券投资基金A类份额,玉数涵瑞中证1000指数增强一号A类,上海玉数投资,2026-08-31,1.1463,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZG753A,嘉和传承精研一期私募证券投资基金A类份额,嘉和传承精研一期A类,上海嘉和传承,2026-08-31,1.1494,期货策略,主观期货,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZS825B,上衍投资长裕1号FOF私募证券投资基金B类份额,上衍投资长裕1号FOFB类,上海上衍,2026-08-31,1.3159,组合策略,FOF,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZV177A,熙盛睿远进取私募证券投资基金A类份额,熙盛睿远进取A类,上海熙盛明诚,2026-08-31,1.1931,股票多头,可转债多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ZXD202604200000004310,中信信托·丰泰稳嘉7号金融投资信托计划,中信信托·丰泰稳嘉7号,中信信托,2026-08-31,1.0039,组合策略,FOF,no,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AAD23A,浅行多策略对冲1号私募证券投资基金A类份额,浅行多策略对冲1号A类,海南浅行,2026-09-01,1.1851,多资产策略,复合策略,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
ADS30A,湘禾美丽人生私募证券投资基金A类份额,湘禾美丽人生A类,上海湘禾投资,2026-09-01,0.8759,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AHC98A,文谛量化中证1000指数增强私募证券投资基金A类份额,文谛量化中证1000指数增强A类,上海文谛资管,2026-09-01,1.4995,股票多头,1000指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AZG26A,星际方华ETF择时量选33号私募证券投资基金A类份额,星际方华ETF择时量选33号A类,长兴星际,2026-09-01,1.1475,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
AZU82A,湘禾十一号私募证券投资基金A类份额,湘禾十一号A类,上海湘禾投资,2026-09-01,1.0597,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
BBC22B,磐鹰和鸣1号私募证券投资基金B类份额,磐鹰和鸣1号B类,上海磐鹰,2026-09-01,0.933,股票多头,,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
BWF81A,微观博易-黎夏中证500指增二十一号私募证券投资基金A类份额,微观博易-黎夏中证500指增二十一号A类,北京微观博易,2026-09-01,0.9322,股票多头,500指增,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
J7586A,少数派天天宝1号私募证券投资基金A类份额,少数派天天宝1号A类,上海少薮派投资,2026-09-01,1.0472,股票多头,主观多头,yes,not_in_private_fund_info,no,no,,,,no,0,,,,,no,,,,,,,
SAAD23,浅行多策略对冲1号私募证券投资基金,浅行多策略对冲1号,海南浅行,2026-09-01,1.1959,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,浅行多策略对冲1号私募证券投资基金,正在运作,浅行私募基金管理（海南）有限公司,no,0,,,,,no,,,,,,,
SAAP61,懿和苍鹭1号私募证券投资基金,懿和苍鹭1号,南京懿和轩投资,2026-09-01,0.4437,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,懿和苍鹭1号私募证券投资基金,正在运作,南京懿和轩投资管理有限公司,no,0,,,,,no,,,,,,,
SABD95,佳祺践行者八号私募证券投资基金,佳祺践行者八号,杭州佳祺资管,2026-09-01,2.4977,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,佳祺践行者八号私募证券投资基金,正在运作,杭州佳祺资产管理有限公司,no,0,,,,,no,,,,,,,
SADS30,湘禾美丽人生私募证券投资基金,湘禾美丽人生,上海湘禾投资,2026-09-01,0.8854,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,湘禾美丽人生私募证券投资基金,正在运作,上海湘禾投资有限公司,no,0,,,,,no,,,,,,,
SADY06,泰牛红松1号私募证券投资基金,泰牛红松1号,厦门泰牛,2026-09-01,1.7,其他,,no,in_table_null_latest_nav_date,yes,yes,泰牛红松1号私募证券投资基金,正在运作,厦门泰牛私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAFW02,金通方敬市1号私募证券投资基金,金通方敬市1号,重庆金通方,2026-09-01,1.1731,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,金通方敬市1号私募证券投资基金,正在运作,重庆金通方私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SAGL79,湘禾九号私募证券投资基金,湘禾九号,上海湘禾投资,2026-09-01,1.1623,股票多头,,no,in_table_null_latest_nav_date,yes,yes,湘禾九号私募证券投资基金,正在运作,上海湘禾投资有限公司,no,0,,,,,no,,,,,,,
SAGQ89,容棠博鑫6号私募证券投资基金,容棠博鑫6号,上海容棠,2026-09-01,1.7351,股票多头,,no,in_table_null_latest_nav_date,yes,yes,容棠博鑫6号私募证券投资基金,正在运作,上海容棠私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAHS26,喜世润黄金增强1号私募证券投资基金,喜世润黄金增强1号,上海喜世润投资,2026-09-01,2.103,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,喜世润黄金增强1号私募证券投资基金,正在运作,上海喜世润投资管理有限公司,no,0,,,,,no,,,,,,,
SAQK14,远信中国积极成长2号私募证券投资基金1期,远信中国积极成长2号1期,珠海远信,2026-09-01,0.7442,股票多头,,no,in_table_null_latest_nav_date,yes,yes,远信中国积极成长2号私募证券投资基金1期,正在运作,远信（珠海）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATX54,千朔朝阳中证500指数增强一号私募证券投资基金,千朔朝阳中证500指数增强一号,上海千朔投资,2026-09-01,1.4383,股票多头,500指增,no,in_table_null_latest_nav_date,yes,yes,千朔朝阳中证500指数增强一号私募证券投资基金,正在运作,上海千朔投资管理有限公司,no,0,,,,,no,,,,,,,
SAWL84,元康全景2号私募证券投资基金,元康全景2号,芜湖元康,2026-09-01,1.0986,股票多头,,no,in_table_null_latest_nav_date,yes,yes,元康全景2号私募证券投资基金,正在运作,芜湖元康私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAZG26,星际方华ETF择时量选33号私募证券投资基金,星际方华ETF择时量选33号,长兴星际,2026-09-01,1.1886,股票多头,,no,in_table_null_latest_nav_date,yes,yes,星际方华ETF择时量选33号私募证券投资基金,正在运作,长兴星际私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAZU46,金首源惠阳一号私募证券投资基金,金首源惠阳一号,北京金首源资管,2026-09-01,0.9119,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,金首源惠阳一号私募证券投资基金,正在运作,北京金首源资本管理有限公司,no,0,,,,,no,,,,,,,
SB0042,鼎盛从道稳健一号私募证券投资基金,鼎盛从道稳健一号,深圳鼎盛国际投资,2026-09-01,0.822,期货策略,主观期货,no,in_table_null_latest_nav_date,yes,yes,鼎盛从道稳健一号私募证券投资基金,正在运作,鼎盛国际投资管理（深圳）有限公司,no,0,,,,,no,,,,,,,
SBBC22,磐鹰和鸣1号私募证券投资基金,磐鹰和鸣1号,上海磐鹰,2026-09-01,0.933,股票多头,,no,in_table_null_latest_nav_date,yes,yes,磐鹰和鸣1号私募证券投资基金,正在运作,上海磐鹰私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBCN95,顺从价值3号私募证券投资基金,顺从价值3号,广州顺从,2026-09-01,0.8511,股票多头,,no,in_table_null_latest_nav_date,yes,yes,顺从价值3号私募证券投资基金,正在运作,广州顺从私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SBCY74,千泉鸿鹄二号私募证券投资基金,千泉鸿鹄二号,广州千泉,2026-09-01,1.0723,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,千泉鸿鹄二号私募证券投资基金,正在运作,广州千泉私募基金管理有限公司,no,0,,,,,no,,,,,,,
SBHK12,煌昱恒晟嘉盛私募证券投资基金,煌昱恒晟嘉盛,上海煌昱投资,2026-09-01,1.1541,股票多头,,no,in_table_null_latest_nav_date,yes,yes,煌昱恒晟嘉盛私募证券投资基金,正在运作,上海煌昱投资有限公司,no,0,,,,,no,,,,,,,
SBHS88,明上增强8号私募证券投资基金,明上增强8号,海南明上,2026-09-01,1.0536,股票多头,,no,in_table_null_latest_nav_date,yes,yes,明上增强8号私募证券投资基金,正在运作,海南明上私募基金管理中心（有限合伙）,no,0,,,,,no,,,,,,,
SBHV54,明上增强9号私募证券投资基金,明上增强9号,海南明上,2026-09-01,1.0613,股票多头,,no,in_table_null_latest_nav_date,yes,yes,明上增强9号私募证券投资基金,正在运作,海南明上私募基金管理中心（有限合伙）,no,0,,,,,no,,,,,,,
SBQQ06,SAP智龙中证1000指数增强卧龙一号2期私募证券投资基金,SAP智龙中证1000指数增强卧龙一号2期,深圳前海智龙,2026-09-01,0.8576,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,SAP智龙中证1000指数增强卧龙一号2期私募证券投资基金,正在运作,深圳前海智龙资本管理有限公司,no,0,,,,,no,,,,,,,
SBVC12,洛书管理期货拾号5期私募证券投资基金,洛书管理期货拾号5期,上海洛书投资,2026-09-01,1.0031,期货策略,,no,in_table_null_latest_nav_date,yes,yes,洛书管理期货拾号5期私募证券投资基金,正在运作,上海洛书投资管理有限公司,no,0,,,,,no,,,,,,,
SCK182,景林全球基金专享私募子基金V期,景林全球基金专享私募子基金V期,上海景林资管,2026-09-01,1.8217,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林全球基金专享私募子基金V期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SCR990,林园投资31号私募投资基金,林园投资31号,深圳林园投资,2026-09-01,0.958,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,林园投资31号私募投资基金,正在运作,深圳市林园投资管理有限责任公司,no,0,,,,,no,,,,,,,
SEM445,景林全球基金专享私募子基金HM1期,景林全球基金专享私募子基金HM1期,上海景林资管,2026-09-01,2.146,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,景林全球基金专享私募子基金HM1期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SGH484,湘财科创9号私募证券投资基金,湘财科创9号,东莞市湘财资管,2026-09-01,0.632,股票多头,行业指增,no,in_table_null_latest_nav_date,yes,yes,湘财科创9号私募证券投资基金,正在运作,东莞市湘财资产管理有限公司,no,0,,,,,no,,,,,,,
SGJ168,汉中林园投资10号私募证券投资基金,汉中林园投资10号,汉中林园投资,2026-09-01,0.723,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,汉中林园投资10号私募证券投资基金,正在运作,汉中林园投资基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SGW542,中汇富乐源3号私募证券投资基金,中汇富乐源3号,北京中汇,2026-09-01,1.364,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,中汇富乐源3号私募证券投资基金,正在运作,中汇（北京）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SJD181,铂悦福田2号私募证券投资基金,铂悦福田2号,深圳前海铂悦投资,2026-09-01,1.818,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,铂悦福田2号私募证券投资基金,正在运作,深圳市前海铂悦投资管理有限公司,no,0,,,,,no,,,,,,,
SJS910,高熙资产晨熙一号私募证券投资基金,高熙资产晨熙一号,北京高熙,2026-09-01,1.341,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,高熙资产晨熙一号私募证券投资基金,正在运作,北京高熙私募基金管理有限公司,no,0,,,,,no,,,,,,,
SLJ689,白鲸海德债券精选1号私募证券投资基金,白鲸海德债券精选1号,深圳白鲸,2026-09-01,2.1695,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,白鲸海德债券精选1号私募证券投资基金,正在运作,深圳白鲸私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SLX767,林园投资170号私募证券投资基金,林园投资170号,深圳林园投资,2026-09-01,0.868,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,林园投资170号私募证券投资基金,正在运作,深圳市林园投资管理有限责任公司,no,0,,,,,no,,,,,,,
SNA517,万观行远1号私募证券投资基金,万观行远1号,浙江万观投资,2026-09-01,1.028,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,万观行远1号私募证券投资基金,正在运作,浙江万观投资管理有限公司,no,0,,,,,no,,,,,,,
SNM599,臻航英仙座进取1号私募证券投资基金,臻航英仙座进取1号,宁波梅山臻航投资,2026-09-01,1.3605,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,臻航英仙座进取1号私募证券投资基金,正在运作,宁波梅山保税港区臻航投资管理有限责任公司,no,0,,,,,no,,,,,,,
SNR532,林园投资181号私募证券投资基金,林园投资181号,深圳林园投资,2026-09-01,0.945,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,林园投资181号私募证券投资基金,正在运作,深圳市林园投资管理有限责任公司,no,0,,,,,no,,,,,,,
SNS800,宏翼红林宇峰1号私募证券投资基金,宏翼红林宇峰1号,上海宏翼,2026-09-01,1.039,期权策略,场内期权,no,in_table_null_latest_nav_date,yes,yes,宏翼红林宇峰1号私募证券投资基金,正在运作,上海宏翼私募基金管理有限公司,no,0,,,,,no,,,,,,,
SQD159,白鲸中国债券增利一号私募证券投资基金,白鲸中国债券增利一号,深圳白鲸,2026-09-01,1.6006,债券策略,债券复合,no,in_table_null_latest_nav_date,yes,yes,白鲸中国债券增利一号私募证券投资基金,正在运作,深圳白鲸私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SQV577,景林精选FOF私募证券投资子基金DC3期,景林精选FOF私募子基金DC3期,上海景林资管,2026-09-01,1.476,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金DC3期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQV609,景林精选FOF私募证券投资子基金DC5期,景林精选FOF私募子基金DC5期,上海景林资管,2026-09-01,1.4759,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金DC5期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQV612,景林精选FOF私募证券投资子基金DC7期,景林精选FOF私募子基金DC7期,上海景林资管,2026-09-01,1.4758,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金DC7期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQW686,景林精选FOF私募证券投资子基金HM1期,景林精选FOF子基金HM1期,上海景林资管,2026-09-01,1.4761,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金HM1期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQW692,景林精选FOF私募证券投资子基金HM2期,景林精选FOF子基金HM2期,上海景林资管,2026-09-01,1.4761,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金HM2期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQW693,景林精选FOF私募证券投资子基金HM3期,景林精选FOF子基金HM3期,上海景林资管,2026-09-01,1.4761,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金HM3期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQW694,景林精选FOF私募证券投资子基金HM5期,景林精选FOF子基金HM5期,上海景林资管,2026-09-01,1.4761,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金HM5期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQW708,景林精选FOF私募证券投资子基金HM6期,景林精选FOF子基金HM6期,上海景林资管,2026-09-01,1.476,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,景林精选FOF私募证券投资子基金HM6期,正在运作,上海景林资产管理有限公司,no,0,,,,,no,,,,,,,
SQZ816,湘禾六号医疗健康私募证券投资基金,湘禾六号医疗健康,上海湘禾投资,2026-09-01,1.075,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,湘禾六号医疗健康私募证券投资基金,正在运作,上海湘禾投资有限公司,no,0,,,,,no,,,,,,,
SS2227,龙辉祥贰号私募投资基金,龙辉祥贰号,杭州龙辉祥投资,2026-09-01,1.408,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,龙辉祥贰号私募投资基金,正在运作,杭州龙辉祥投资管理有限公司,no,0,,,,,no,,,,,,,
