备案号,产品名称,一级策略,二级策略,管理人,成立日期,来源文件,是否在数据库,是否在产品主表,是否在BFL表,是否有净值,数据库产品名称,数据库最新净值,数据库最新净值日期,火富牛净值点数,火富牛最新净值日期,邮箱type6净值点数,邮箱group净值点数,邮箱hy净值点数,是否在火富牛宇宙,火富牛跟踪状态,火富牛策略,火富牛策略原因,火富牛最近成功抓取日,火富牛最近日志状态
AEB16A,坤呈开阳增强一号A类,多资产策略,复合策略,海南坤呈,2023-11-28,私募基金 (3).xlsx,Y,Y,N,Y,坤呈开阳增强一号A类,1.602000,2026-05-22,45,2026-05-22,0,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2026-07-10 before 2026-08; do not pay weekly unless policy changed,,
AEC63A,聚联汇3号A类,多资产策略,宏观策略,深圳聚联汇投资,2024-01-18,私募基金 (3).xlsx,Y,Y,N,Y,聚联汇3号A类,0.808500,2026-09-04,104,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AEC63B,聚联汇3号B类,多资产策略,宏观策略,深圳聚联汇投资,2024-01-18,私募基金 (3).xlsx,Y,Y,N,Y,聚联汇3号B类,0.814000,2026-09-04,58,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AED88A,金程百仕旺A类,期货策略,量化期货,宁波垄原,2023-12-04,私募基金.xlsx,Y,Y,N,Y,金程百仕旺A类,0.984200,2026-09-04,150,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AEH53C,阳泽伏尔加指数增强2号C类,期货策略,-,杭州阳泽,2023-12-13,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AER53B,韵之盛沅B类,套利策略,混合套利,北京韵之,2024-12-17,私募基金 (1).xlsx,Y,Y,N,Y,韵之盛沅B类,0.961900,2026-05-22,38,2026-05-22,0,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2026-06-05 before 2026-08; do not pay weekly unless policy changed,,
AET85A,积优永生1号A类,多资产策略,复合策略,上海积优,2023-12-20,私募基金 (3).xlsx,Y,Y,N,Y,积优永生1号A类,2.321900,2026-09-04,148,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AET98C,量派CTA一号C类,期货策略,量化期货,上海量派投资,2024-01-03,私募基金.xlsx,Y,Y,N,Y,量派CTA一号C类,1.337400,2026-09-04,144,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok
AEU58A,睿银鑫唐套利增强1号A类,组合策略,FOF,武汉睿银,2023-12-28,私募基金 (4).xlsx,Y,Y,N,Y,睿银鑫唐套利增强1号A类,0.997400,2026-09-04,149,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AEU58B,睿银鑫唐套利增强1号B类,组合策略,FOF,武汉睿银,2023-12-28,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AEZ82A,巨量边界多策略1号A类,多资产策略,复合策略,北京巨量边界,2023-12-15,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AFB16A,九轩专享定制睿途1号A类,组合策略,FOF,大连九轩,2023-12-22,私募基金 (4).xlsx,Y,Y,N,Y,九轩专享定制睿途1号A类,1.091700,2026-09-04,75,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AFB16B,九轩专享定制睿途1号B类,组合策略,FOF,大连九轩,2023-12-22,私募基金 (4).xlsx,Y,Y,N,Y,九轩专享定制睿途1号B类,1.094700,2026-09-04,147,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AFE03A,宏泽玲宝A类,期权策略,场内期权,福州高新区宏泽,2023-12-20,私募基金 (2).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AFF60B,宽价种子B类,期货策略,主观期货,上海宽价,2024-01-16,私募基金.xlsx,Y,Y,N,Y,宽价种子B类,0.883000,2026-09-04,131,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AFF81B,简文长风1号B类,套利策略,期货套利,上海简文,2024-01-29,私募基金 (1).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AFP38B,明睿盈途稳健B类,期货策略,主观期货,北京明睿,2024-01-08,私募基金.xlsx,Y,Y,N,Y,明睿盈途稳健B类,1.080900,2026-09-04,149,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AFV86B,黑盒星云稳健1号B类,组合策略,FOF,上海黑盒资管,2024-01-10,私募基金 (4).xlsx,Y,Y,N,Y,黑盒星云稳健1号B类,0.998200,2026-09-04,145,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AFW08B,农夫2号B类,期货策略,主观期货,杭州农夫,2024-01-15,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AFY85A,墨钜明湖1号A类,多资产策略,复合策略,浙江墨钜资管,2024-05-27,私募基金 (3).xlsx,Y,Y,N,Y,墨钜明湖1号A类,1.075200,2026-09-04,127,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AGC04A,晨翰桑榆1号A类,期货策略,主观期货,晋江晨翰,2024-01-19,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AGE96A,慧衍锐智3号A类,套利策略,-,上海慧衍,2024-01-19,私募基金 (1).xlsx,Y,Y,N,Y,慧衍锐智3号A类,1.331000,2026-09-10,145,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
AGF75B,草本慧诚一号B类,期货策略,主观期货,广州草本投资,2024-01-16,私募基金.xlsx,Y,Y,N,Y,草本慧诚一号B类,1.349300,2026-09-08,31,2026-09-07,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-07,ok
AGG69A,景行麒麟2号A类,多资产策略,复合策略,上海景行,2024-02-01,私募基金 (3).xlsx,Y,Y,N,Y,景行麒麟2号A类,1.307300,2026-09-04,332,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AGN89A,广联宏丰利1号A类,套利策略,期货套利,海南广联宏,2024-01-31,私募基金 (1).xlsx,Y,Y,N,Y,广联宏丰利1号A类,2.118200,2026-09-10,52,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
AGQ67A,金斧子水星常青藤乐成1号A类,组合策略,FOF,深圳金斧子资管,2024-03-11,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AGQ67B,金斧子水星常青藤乐成1号B类,组合策略,FOF,深圳金斧子资管,2024-03-11,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AGR68A,兆信稳进1号A类,套利策略,期权套利,江苏兆信,2024-01-30,私募基金 (1).xlsx,Y,Y,N,Y,兆信稳进1号A类,1.079700,2026-09-09,143,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AGT43B,巨量边界ETF对冲1号B类,套利策略,-,北京巨量边界,2024-03-28,私募基金 (1).xlsx,Y,Y,N,Y,巨量边界ETF对冲1号B类,1.119700,2026-09-04,124,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AGW63A,阿尔法1号A类,组合策略,FOF,成都阿尔法,2024-02-28,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AGX17A,闻道灵动多空1号A类,期货策略,量化期货,深圳闻道资管,2024-02-28,私募基金.xlsx,Y,Y,N,Y,闻道灵动多空1号A类,1.169600,2026-05-22,124,2026-05-22,0,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2026-07-03 before 2026-08; do not pay weekly unless policy changed,,
AGX89B,庄贤甄选多策略专享3号B类,组合策略,FOF,杭州庄贤投资,2024-02-28,私募基金 (4).xlsx,Y,Y,N,Y,庄贤甄选多策略专享3号B类,1.092200,2026-09-04,139,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AGY55A,从容风险平衡A类,多资产策略,宏观策略,上海从容投资顾问,2024-03-21,私募基金 (3).xlsx,Y,Y,N,Y,从容风险平衡A类,1.728900,2026-09-04,134,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AGY78A,泱泱宏观对冲潜跃1号A类,多资产策略,宏观策略,南京泱泱,2024-02-29,私募基金 (3).xlsx,Y,Y,N,Y,泱泱宏观对冲潜跃1号A类,1.434800,2026-09-04,137,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHC12B,星云至恒安星B类,套利策略,基金套利,厦门星云至恒,2024-03-01,私募基金 (1).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AHF84A,阿尔法2号A类,多资产策略,复合策略,成都阿尔法,2024-03-05,私募基金 (3).xlsx,Y,Y,N,Y,阿尔法2号A类,0.933300,2026-09-04,136,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHJ80B,星瀚期指1号B类,期货策略,量化期货,杭州星瀚投资,2024-03-26,私募基金.xlsx,Y,Y,N,Y,星瀚期指1号B类,1.132300,2026-09-04,134,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHJ82B,星瀚期指零号B类,期货策略,量化期货,杭州星瀚投资,2024-03-05,私募基金.xlsx,Y,Y,N,Y,星瀚期指零号B类,1.335800,2026-09-04,137,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHK24B,聚亿怡然1号B类,多资产策略,复合策略,珠海聚亿基金,2024-03-11,私募基金 (3).xlsx,Y,Y,N,Y,聚亿怡然1号B类,1.431600,2026-09-04,116,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHL65A,巨量百世风险平衡2号A类,多资产策略,复合策略,北京巨量边界,2024-03-08,私募基金 (3).xlsx,Y,Y,N,Y,巨量百世风险平衡2号A类,1.258600,2026-09-04,136,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHL65B,巨量百世风险平衡2号B类,多资产策略,复合策略,北京巨量边界,2024-03-08,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AHM04A,唐德幽兰量化套利一号A类,套利策略,期货套利,深圳唐德,2024-04-26,私募基金 (1).xlsx,Y,Y,N,Y,唐德幽兰量化套利一号A类,1.076000,2026-09-10,518,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
AHN01A,觅得爱稳进1号A类,多资产策略,宏观策略,海南觅得,2024-03-15,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AHS26A,喜世润黄金增强1号A类,多资产策略,复合策略,上海喜世润投资,2024-06-11,私募基金 (3).xlsx,Y,Y,N,Y,喜世润黄金增强1号A类,2.115000,2026-09-04,421,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHS76A,博普安兴私享一号A类,套利策略,-,深圳前海博普资管,2024-03-22,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号A类,1.136400,2026-09-09,134,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-26 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AHS76B,博普安兴私享一号B类,套利策略,期货套利,深圳前海博普资管,2024-03-22,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号B类,1.108900,2026-09-09,247,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AHS76C,博普安兴私享一号C类,套利策略,-,深圳前海博普资管,2024-03-22,私募基金 (1).xlsx,Y,Y,N,Y,博普安兴私享一号C类,1.108900,2026-09-09,229,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AHU56A,尚艺量化全天候稳健版12号A类,多资产策略,宏观策略,北京尚艺,2024-03-22,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AHU65B,海楚多元稳进B类,多资产策略,复合策略,上海海楚资管,2024-03-21,私募基金 (3).xlsx,Y,Y,Y,Y,海楚多元稳进B类,1.194500,2026-09-04,118,2026-09-04,0,55,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHY18A,禅龙容雅CTA1号A类,多资产策略,复合策略,上海禅龙资管,2024-03-21,私募基金 (3).xlsx,Y,Y,N,Y,禅龙容雅CTA1号A类,0.476400,2026-09-04,42,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AHZ03B,行必达六冠宠粉B类,期货策略,主观期货,厦门行必达,2024-06-17,私募基金.xlsx,Y,Y,N,Y,行必达六冠宠粉B类,2.053800,2026-09-04,121,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJG05C,衍合多策略CTA1号C类,期货策略,量化期货,上海衍合,2024-03-27,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AJN30A,嘉合杉升赞成致盛多策略A类,多资产策略,复合策略,杭州嘉合杉升,2024-04-11,私募基金 (3).xlsx,Y,Y,N,Y,嘉合杉升赞成致盛多策略A类,1.391700,2026-09-04,73,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJQ08A,宇诚稳健增利A类,期货策略,-,海南宇诚,2024-09-26,私募基金.xlsx,Y,Y,N,Y,宇诚稳健增利A类,1.026100,2026-09-04,82,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJQ64A,唐德商品指数增强1号A类,期货策略,量化期货,深圳唐德,2024-04-11,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AJS34A,崇盛常青科技三号A类,期货策略,量化期货,安徽崇盛投资,2024-04-22,私募基金.xlsx,Y,Y,Y,Y,崇盛常青科技三号A类,1.191000,2026-09-04,82,2026-09-04,0,303,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJS72A,笃诚稳健1号A类,期货策略,量化期货,上海笃诚,2024-04-22,私募基金.xlsx,Y,Y,N,Y,笃诚稳健1号A类,1.152100,2026-09-09,131,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AJS73A,笃诚共赢1号A类,期货策略,量化期货,上海笃诚,2024-04-22,私募基金.xlsx,Y,Y,N,Y,笃诚共赢1号A类,1.305800,2026-09-09,131,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok
AJS92C,艾方全指增强1号C类,期货策略,-,上海艾方资管,2024-04-16,私募基金.xlsx,Y,Y,N,Y,艾方全指增强1号C类,1.495500,2026-09-04,130,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJV57A,嘉和传承精研倍赢二期A类,套利策略,期货套利,上海嘉和传承,2024-04-22,私募基金 (1).xlsx,Y,Y,N,Y,嘉和传承精研倍赢二期A类,1.564000,2026-09-04,127,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AJV74A,德贝黎安1号A类,期货策略,-,上海德贝,2024-04-12,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AJV74B,德贝黎安1号B类,期货策略,-,上海德贝,2024-04-12,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AKA79B,福汇进取二号B类,期货策略,-,深圳福汇资管,2024-04-19,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AKB10A,唐德守御黄金增强1号A类,期货策略,量化期货,深圳唐德,2024-05-23,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AKB93C,尚艺全天候低波版1号C类,多资产策略,宏观策略,北京尚艺,2024-07-02,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AKD71B,宽价种子1号B类,期货策略,主观期货,上海宽价,2024-04-30,私募基金.xlsx,Y,Y,N,Y,宽价种子1号B类,0.910600,2026-09-04,128,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok
AKE73A,哲萌龙泉进取2号A类,期货策略,主观期货,杭州哲萌投资,2024-05-07,私募基金.xlsx,Y,Y,N,Y,哲萌龙泉进取2号A类,1.189900,2026-09-10,488,2026-09-10,65,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-27 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
AKH45A,国源拾金安和13号A类,多资产策略,复合策略,深圳国源信达资管,2024-04-25,私募基金 (3).xlsx,Y,Y,N,Y,国源不争15号A类,1.808800,2026-09-04,42,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AKK25A,星际方华13号A类,期货策略,量化期货,长兴星际,2024-05-27,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AKP40A,谦和行健七号A类,组合策略,FOF,成都谦和,2024-05-20,私募基金 (4).xlsx,Y,Y,N,Y,谦和行健七号A类,0.828600,2026-09-04,127,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AKS40A,佳岳-元榕1号A类,期货策略,量化期货,海南佳岳,2024-05-30,私募基金.xlsx,Y,Y,N,Y,佳岳-元榕1号A类,1.342000,2026-09-10,124,2026-09-10,491,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-10,ok
AKV28A,英旷专享2号A类,套利策略,可转债套利,上海英旷资管,2024-05-29,私募基金 (1).xlsx,Y,Y,N,Y,英旷专享2号A类,1.054700,2026-09-04,122,2026-09-04,146,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok
AKV57A,中移新量子宏观对冲6号A类,多资产策略,宏观策略,深圳前海中移华捷投资,2024-07-05,私募基金 (3).xlsx,Y,Y,N,Y,中移新量子宏观对冲6号A类,1.081500,2026-09-04,119,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AKW17A,启泰多策略进取2号A类,多资产策略,复合策略,上海启泰,2024-06-27,私募基金 (3).xlsx,Y,Y,N,Y,启泰多策略进取2号A类,1.586800,2026-09-04,120,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
ALC97A,持赢精诚所至A类,期货策略,主观期货,南京持赢,2024-06-17,私募基金.xlsx,Y,Y,N,Y,持赢精诚所至A类,4.720000,2026-09-01,258,2026-09-01,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-01,no_data
ALD55A,敦和芝诺量化CTA1号A类,期货策略,-,敦和资管,2024-06-17,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
ALH94A,积优翔龙A类,多资产策略,复合策略,上海积优,2024-06-04,私募基金 (3).xlsx,Y,Y,N,Y,积优翔龙A类,1.304600,2026-09-04,124,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
ALJ54B,千象全景多元量化均衡1号B类,多资产策略,宏观策略,上海千象资产,2024-10-17,私募基金 (3).xlsx,Y,Y,N,Y,千象全景多元量化均衡1号B类,1.116300,2026-09-04,103,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
ALK83A,江南秋明贰号A类,期货策略,主观期货,江南基金,2024-08-21,私募基金.xlsx,Y,Y,N,Y,江南秋明贰号A类,1.429600,2026-09-01,110,2026-09-01,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-01,no_data
ALL30A,量衍商品主观配置安泰1号A类,期货策略,主观期货,浙江量衍投资,2024-06-05,私募基金.xlsx,Y,Y,N,Y,量衍商品主观配置安泰1号A类,0.962000,2026-09-04,123,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
ALQ05A,润洲正行九号A类,期货策略,-,杭州润洲,2024-06-28,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
ALS80A,天泉证道泉溢1号A类,多资产策略,复合策略,杭州天泉证道,2024-06-12,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
ALV92A,朔方常青树1号A类,套利策略,-,青岛朔方投资,2024-06-26,私募基金 (1).xlsx,Y,Y,N,Y,朔方常青树1号A类,1.000000,2026-09-04,130,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
ALY22A,唐德磐石糖琥FOFA类,组合策略,FOF,深圳唐德,2024-06-20,私募基金 (4).xlsx,Y,Y,N,Y,唐德磐石糖琥FOFA类,1.112100,2026-09-04,122,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AMD36B,国源逐日1号B类,多资产策略,复合策略,深圳国源信达资管,2024-06-26,私募基金 (3).xlsx,Y,Y,N,Y,国源志成1号B类,1.761000,2026-09-04,125,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AMD75B,亿达盛海天恒远二号B类,多资产策略,复合策略,深圳亿达盛投资,2024-06-25,私募基金 (3).xlsx,Y,Y,N,Y,亿达盛海天恒远二号B类,1.301500,2026-09-04,120,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AME58B,鑫翰启明贵金属套利1号B类,套利策略,-,北京鑫翰资管,2024-07-12,私募基金 (1).xlsx,Y,Y,N,Y,鑫翰启明贵金属套利1号B类,1.033000,2026-09-04,118,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AML97B,积沐发明家一号B类,多资产策略,复合策略,上海积沐,2024-07-05,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AMM43A,木莲松柏复合权益1号A类,多资产策略,复合策略,深圳木莲,2024-07-05,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AMN91A,迈普多策略前进一号A类,多资产策略,宏观策略,成都迈普,2024-07-08,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AMP39A,熙盛容成3号商品趋势A类,期货策略,-,上海熙盛明诚,2024-07-09,私募基金.xlsx,Y,Y,N,Y,熙盛容成3号商品趋势A类,1.025200,2026-09-04,119,2026-09-04,216,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
AMQ63A,迈普进取一号A类,组合策略,FOF,成都迈普,2024-07-25,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
AMQ76B,千象商品期货指数增强1号B类,期货策略,-,上海千象资产,2024-07-24,私募基金.xlsx,Y,Y,N,Y,千象商品期货指数增强1号B类,1.450700,2026-09-08,57,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok
