来源,产品名称,备案编码,产品全称,备案编号,基金管理人,投资顾问,成立日期,备案日期,托管券商,基金经理,开放日,是否可临开,申购费,追加限制,赎回费,预警线,封闭期,平仓线,管理费率,管理费说明,托管费,行政外包服务费,业绩报酬说明,管理规模,登记编号
团队跟踪,博孚利量化掘金1号私募证券投资基金A类份额,TJ782A,博孚利量化掘金1号私募证券投资基金A类份额,TJ782A,厦门博孚利资管,,2021-12-02,2021-12-02,招商证券股份有限公司,,每周一、三、五（法定节假日顺延）,可临开赎回,,不少于1万元且为1万元的整数倍,,,无,,0,,0.025%,0.025%,,50-100亿元,P1023120
团队跟踪,博孚利量化掘金1号私募证券投资基金B类份额,TJ782B,博孚利量化掘金1号私募证券投资基金B类份额,TJ782B,厦门博孚利资管,,2021-12-02,2021-12-02,招商证券股份有限公司,,每周一、三、五（法定节假日顺延）,可临开赎回,,不少于1万元且为1万元的整数倍,,,无,,0,,0.025%,0.025%,,50-100亿元,P1023120
团队跟踪,臻选私享芬泽四海私募证券投资基金B类份额,TK194B,臻选私享芬泽四海私募证券投资基金B类份额,TK194B,海南臻选,,2022-07-28,2022-08-02,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1072693
团队跟踪,合骥景卓CTA3号私募证券投资基金A类份额,TK477A,合骥景卓CTA3号私募证券投资基金A类份额,TK477A,上海合骥,,2021-12-09,2021-12-17,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1072437
团队跟踪,合骥景卓CTA3号私募证券投资基金B类份额,TK477B,合骥景卓CTA3号私募证券投资基金B类份额,TK477B,上海合骥,,2021-12-09,,国泰君安证券股份有限公司,,申购开放日为每周周一，赎回开放日为每月最后一个交易日,否,1%,10万,0%,0.85,无,0.8,0.018,,0.025%,0.025%,20%,100亿元以上,P1072437
团队跟踪,宽德金选多策略指数加1号私募证券投资基金B类份额,TK860B,宽德金选多策略指数加1号私募证券投资基金B类份额,TK860B,上海宽德,,2022-01-05,2022-01-19,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1005623
团队跟踪,博孚利擢英私募证券投资基金A类份额,TL483A,博孚利擢英私募证券投资基金A类份额,TL483A,厦门博孚利资管,,2021-12-24,,国泰君安证券股份有限公司,,每个交易日,否,1%,1万元的整数倍,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%,0.8,无,0.7,0.005,,0.025%,0.025%,高水位法，计提绝对收益的40%,50-100亿元,P1023120
团队跟踪,博孚利擢英私募证券投资基金B类份额,TL483B,博孚利擢英私募证券投资基金B类份额,TL483B,厦门博孚利资管,,2021-12-24,,国泰君安证券股份有限公司,,每个交易日,否,1%,1万元的整数倍,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%,0.8,无,0.7,0,,0%,0%,,50-100亿元,P1023120
团队跟踪,盛冠达时代匠心19号私募证券投资基金B类份额,TL699B,盛冠达时代匠心19号私募证券投资基金B类份额,TL699B,海南盛冠达,,2021-12-09,2021-12-16,招商证券股份有限公司,,每日,否,,,,,,,0,,0.03%,0.03%,,20-50亿元,P1001070
团队跟踪,泰铼广泰中证500指数增强1号私募证券投资基金A类份额,TM124A,泰铼广泰中证500指数增强1号私募证券投资基金A类份额,TM124A,北京泰铼投资,,2022-01-10,2022-01-10,广发证券股份有限公司,,每月5号、20号（份额锁定期180天）,否,单笔申购金额＜300万元，申购费率为1%；300万元≤单笔申购金额＜500万元，申购费率0.8%；500万元≤单笔申购金额，申购费率为0.5%,不低于1万,持有期小于360天，赎回费率为1%；持有期大等于360天，赎回费率为0%,,,,0.01,销售服务费：1%,0.05%,0.05%,对每笔份额的份额累计净值超过历史份额计提日最高份额累计净值部分，根据一定的比例计提业绩报酬，A类份额：20%,10-20亿元,P1005221
团队跟踪,博孚利哲理私募证券投资基金A类份额,TM324A,博孚利哲理私募证券投资基金A类份额,TM324A,厦门博孚利资管,,2021-12-24,0000-00-00,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于180天，赎回费率为1%；持有期大等于180 天，赎回费率为0%,0.8,无,0.7,0.005,,0.025%,0.025%,不计提业绩报酬,50-100亿元,P1023120
团队跟踪,博孚利哲理私募证券投资基金B类份额,TM324B,博孚利哲理私募证券投资基金B类份额,TM324B,厦门博孚利资管,,2021-12-24,0000-00-00,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于180天，赎回费率为1%；持有期大等于180 天，赎回费率为0%,0.8,无,0.7,0,,0%,0%,不计提业绩报酬,50-100亿元,P1023120
团队跟踪,复利瓴宇CTA精选3号私募证券投资基金A类,TN024A,复利瓴宇CTA精选3号私募证券投资基金A类,TN024A,上海复利投资,,2021-12-17,,招商证券股份有限公司,,申购开放日为每自然周周三，赎回开放日为每自然月23号,否, 1%,,持有期小于12个月，赎回费率 1%；持有期大等于12个月，赎回费率0%,,,,0,,0.025%,0.025%,不计提业绩报酬,0-5亿元,P1020564
团队跟踪,臻选石门一号私募证券投资基金A类份额,TN228A,臻选石门一号私募证券投资基金A类份额,TN228A,海南臻选,,2021-12-22,2021-12-27,国泰君安证券股份有限公司,,,否,,,,,,,0.01,,,,,5-10亿元,P1072693
团队跟踪,艮岳鲲鹏1号A类,TN403A,艮岳鲲鹏1号私募证券投资基金A类份额,TN403A,杭州艮岳,,2021-12-20,,中信证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1032168
团队跟踪,奕睿CTA一期A私募证券投资基金A类份额,TN659A,奕睿CTA一期A私募证券投资基金A类份额,TN659A,上海奕睿,,2021-12-23,2022-01-04,招商证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1072839
团队跟踪,奕睿CTA一期A私募证券投资基金B类份额,TN659B,奕睿CTA一期A私募证券投资基金B类份额,TN659B,上海奕睿,,2021-12-23,2022-01-04,招商证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1072839
团队跟踪,量道观澜1号私募证券投资基金A类份额,TN744A,量道观澜1号私募证券投资基金A类份额,TN744A,深圳量道投资,,2021-12-20,0000-00-00,兴业证券股份有限公司,,每个交易日,否,0%,1万元的整数倍,0%,,无,,0.002,本基金A类基金份额的管理费年费率为0.2％，年保底费为15万元，按日保底。,0.015%/年,0.015%/年,本基金不收取业绩报酬。,100亿元以上,P1016658
团队跟踪,量道观澜1号私募证券投资基金B类份额,TN744B,量道观澜1号私募证券投资基金B类份额,TN744B,深圳量道投资,,2021-12-20,,兴业证券股份有限公司,,每个交易日,否,1%,1万元起,0%,0.8,无,0.7,0,,,0.015%,不计提业绩报酬,100亿元以上,P1016658
团队跟踪,特夫郁金香量化混合1号B类,TN967B,特夫郁金香量化混合1号私募证券投资基金B类,TN967B,上海特夫,,2021-12-22,,华鑫证券有限责任公司,,申购开放日为每周最后一个交易日；赎回开放日为每个自然月最后一个交易日,可临开赎回,0%,不低于1万元,0%,0.92,,0.9,0.015,,0.25%,0.25%,20%，单客户单笔高水位法,5-10亿元,P1026263
团队跟踪,赜远致行量化对冲3号私募证券投资基金B类份额,TP481B,赜远致行量化对冲3号私募证券投资基金B类份额,TP481B,珠海赜远,,2022-01-11,2022-01-14,中信证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1072412
团队跟踪,衍合1000指数增强1号A类,TQ512A,衍合1000指数增强1号私募证券投资基金A类份额,TQ512A,上海衍合,,2021-12-31,2022-01-24,国泰君安证券股份有限公司,,"申购：每个交易日
赎回：每个交易日",否,0%,不低于1万元,小于180天（不含）2%，180天及以上0%,,无,,0.01,,0.025%,0.025%,"超额收益收取：
计提超过中证1000指数同期收益部分的20%",50-100亿元,P1070871
团队跟踪,英旷专享3号私募证券投资基金A类份额,TQ844A,英旷专享3号私募证券投资基金A类份额,TQ844A,上海英旷资管,,2022-01-14,2022-01-24,中信证券股份有限公司,,每个自然周的周一,可临开赎回,,当不少于【1】万元,,0.95,无,0.9,0,,0.025%,0.025%,,0-5亿元,P1071507
团队跟踪,英旷专享3号私募证券投资基金B类份额,TQ844B,英旷专享3号私募证券投资基金B类份额,TQ844B,上海英旷资管,,2022-01-14,2022-01-24,中信证券股份有限公司,,每个自然周的周一,可临开赎回,,当不少于【1】万元,,0.95,无,0.9,0,,0.025%,0.025%,,0-5亿元,P1071507
团队跟踪,浑瑾岳杨私募证券投资基金B类份额,TS361B,浑瑾岳杨私募证券投资基金B类份额,TS361B,珠海浑瑾,,2022-01-18,2022-01-21,中信证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1072408
团队跟踪,半鞅中证500指数增强私募证券投资基金B类份额,TT008B,半鞅中证500指数增强私募证券投资基金B类份额,TT008B,半鞅基金,,2022-01-19,2022-01-24,中信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1072919
团队跟踪,富犇尊享稳进1号私募证券投资基金B类份额,TT359B,富犇尊享稳进1号私募证券投资基金B类份额,TT359B,上海富犇投资,,2022-02-15,2022-02-23,广发证券股份有限公司,,每周周一、周三、周五,否,1%（可减免）,,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%（可减免）,0.88,,0.85,0.01,,0.05%,0.05%,20%,5-10亿元,P1025359
团队跟踪,熙德博远成长优选A类,TT412A,熙德博远成长优选私募证券投资基金A类,TT412A,青岛熙德博远,,2022-01-14,,海通证券股份有限公司,,每个交易日,否,0%,不低于1 万元,持有期小等于180天，赎回费率为2%；持有期大于180天，赎回费率为0%,,无,,0.015,,0.015%,0.015%,20%,0-5亿元,P1069721
团队跟踪,守朴价值6号私募证券投资基金A类份额,TT666A,守朴价值6号私募证券投资基金A类份额,TT666A,上海守朴资管,,2022-01-25,,招商证券股份有限公司,,每周一可申赎,可临开赎回,0.60%,不低于 1 万元人民币,天|%|0|1|90|0.5|180|0,,无,,0.007,0.70%,0.010%,0.010%,0|0|0.04|0.20,5-10亿元,P1068966
团队跟踪,汇利玖奕2号私募证券投资基金A类份额,TT722A,汇利玖奕2号私募证券投资基金A类份额,TT722A,上海汇利资管,,2022-01-17,,中信建投证券股份有限公司,,每个工作日,否,0%,,0%,,无,,0.01,,0.025%,0.025%,40%,0-5亿元,P1000313
团队跟踪,汇利玖奕3号私募证券投资基金A类份额,TT749A,汇利玖奕3号私募证券投资基金A类份额,TT749A,上海汇利资管,,2022-01-17,2022-01-28,中信建投证券股份有限公司,,申购：每个工作日 赎回：每个工作日,否,0%,不低于 1 万元,0%,,无,,0.01,A 类份额的年管理费率为 1%，B 类份额不收取管理费。,0.025%,0.025%,"整体收益收取：
A 类份额业绩报酬提取比例为 40%，B 类份额不收取业绩报酬。",0-5亿元,P1000313
团队跟踪,汇利玖奕4号私募证券投资基金A类份额,TT757A,汇利玖奕4号私募证券投资基金A类份额,TT757A,上海汇利资管,,2022-01-17,,中信建投证券股份有限公司,,每个工作日,否,0%,,0%,,无,,0.01,,0.025%,0.025%,40%,0-5亿元,P1000313
团队跟踪,金时迎来私募证券投资基金A类,TT941A,金时迎来私募证券投资基金A类,TT941A,杭州金时资管,,2022-01-21,,招商证券股份有限公司,,每周周三,否,1%,,持有期小于365天，赎回费率为1%；持有期大等于365天，赎回费率为0%（不满6个月不能赎回）,0.8,,0.75,0.01,,,,20%,5-10亿元,P1069561
团队跟踪,杨湜多策略2号私募证券投资基金B类份额,TU531B,杨湜多策略2号私募证券投资基金B类份额,TU531B,上海杨湜投资,,2022-01-20,2022-01-20,国信证券股份有限公司,,每周三,否,,,,0.8,,0.75,0,,0.015%,0.015%,,10-20亿元,P1032870
团队跟踪,银杏宏峰一号私募证券投资基金A类份额,TV131A,银杏宏峰一号私募证券投资基金A类份额,TV131A,新余银杏环球投资,,2022-02-07,2022-02-08,中信证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1065934
团队跟踪,博孚利玉江郎1号私募证券投资基金A类份额,TV136A,博孚利玉江郎1号私募证券投资基金A类份额,TV136A,厦门博孚利资管,,2022-01-21,0000-00-00,招商证券股份有限公司,,每周周二,否,0%,1万元的整数倍,0%,,无,,0,,0.02%,0.02%,不计提业绩报酬,50-100亿元,P1023120
团队跟踪,博孚利玉江郎1号私募证券投资基金B类份额,TV136B,博孚利玉江郎1号私募证券投资基金B类份额,TV136B,厦门博孚利资管,,2022-01-21,0000-00-00,招商证券股份有限公司,,每周周二,否,申购金额小于 500万元，申购费率为 1%；申购金额大等于 500万元，申购费率为0%,1万元的整数倍,0%,,无,,0.01,,0.02%,0.02%,门槛收益率法，年化10%以上计提5%,50-100亿元,P1023120
团队跟踪,迎水元宝11号A类,TV497A,迎水元宝11号私募证券投资基金A类份额,TV497A,上海迎水投资,,2022-02-07,2022-02-07,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于360天，赎回费率为1%；持有期大等于360天，赎回费率为0%,,,,0.01,,0.025%,0.025%,单个投资者单笔高水位净值法，40%,100亿元以上,P1022432
团队跟踪,迎水元宝11号私募证券投资基金B类份额,TV497B,迎水元宝11号私募证券投资基金B类份额,TV497B,上海迎水投资,,2022-02-07,2022-02-07,国泰君安证券股份有限公司,,每个交易日,否,0%,,0%,,,,0.005,,0.025%,0.025%,0%,100亿元以上,P1022432
团队跟踪,迎水元宝12号私募证券投资基金A类份额,TV501A,迎水元宝12号私募证券投资基金A类份额,TV501A,上海迎水投资,,2022-02-28,2022-02-28,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于360天，赎回费率为1%；持有期大等于360天，赎回费率为0%,,,,0.01,,0.025%,0.025%,单个投资者单笔高水位净值法，40%,100亿元以上,P1022432
团队跟踪,迎水元宝12号私募证券投资基金B类份额,TV501B,迎水元宝12号私募证券投资基金B类份额,TV501B,上海迎水投资,,2022-02-28,2022-02-28,国泰君安证券股份有限公司,,每个交易日,否,0%,,0%,,,,0.005,,0.025%,0.025%,0%,100亿元以上,P1022432
团队跟踪,纽达投资可转债七号私募证券投资基金B类份额,TV549B,纽达投资可转债七号私募证券投资基金B类份额,TV549B,珠海纽达投资,,2022-02-07,2022-02-07,广发证券股份有限公司,,每周周五,否,单笔申购金额＜300万元，申购费率为1%；300万元≤单笔申购金额＜1000万元，申购费率为0.5%；1000万元≤单笔申购金额，申购费率为0%,,持有期小于365天，赎回费率为1%；持有期大等于365天，赎回费率为0%,0.85,,0.75,0.0075,,0.05%,0.05%,"在业绩报酬计提日对每笔份额的份额累计净值超过历史计提日最高份额累计净值部分,根据一定的比例计提业绩报酬，B 类份额提取比例为20%",100亿元以上,P1066731
团队跟踪,迎水元宝9号私募证券投资基金A类,TV603A,迎水元宝9号私募证券投资基金A类,TV603A,上海迎水投资,,2022-02-24,,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于360 天，赎回费率为1%；持有期大等于360天，赎回费率为0%,,无,,0.005,,0.025%,0.025%,40%,100亿元以上,P1022432
团队跟踪,静瑞灵动增长私募证券投资基金A类份额,TW897A,静瑞灵动增长私募证券投资基金A类份额,TW897A,上海静瑞,,2022-08-04,2022-08-10,招商证券股份有限公司,,每周五开放(如遇节假日则顺延至下一个交易日）,可临开赎回,无,,无,,无,,0.01,,,,采取“单客户单笔份额高水位法”:业绩报酬提取时点分为固定时点提取、分红时提取、赎回时提取和合同终止时提取，计提比例为创新高部分的15%。其中，固定时点提取采用扣减份额的方式计提，时间为每个自然年度12月15日(遇非交易日，则顺延至下一交易日)。,50-100亿元,P1072080
团队跟踪,广聚星合演绎1号私募证券投资基金A类份额,TX122A,广聚星合演绎1号私募证券投资基金A类份额,TX122A,共青城广聚星合,,2022-07-21,2022-07-26,国泰君安证券股份有限公司,,每周周三,否,0%,10万起,0%,0.91,无,0.9,0.01,,0.02%,0.02%,"20%。
计提基准日：投资者赎回日、分红权益登记日、基金清算日。",10-20亿元,P1071800
团队跟踪,勤辰金选创赢成长1号私募证券投资基金B类份额,TX170B,勤辰金选创赢成长1号私募证券投资基金B类份额,TX170B,上海勤辰,,2022-07-22,2022-07-27,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1073280
团队跟踪,蒙玺中证1000指数量化2号私募证券投资基金B类份额,TX472B,蒙玺中证1000指数量化2号私募证券投资基金B类份额,TX472B,上海蒙玺投资,,2022-07-21,,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%,,无,,0.01,,0.02%,0.02%,20%,100亿元以上,P1063294
团队跟踪,蒙玺国证2000指数量化3号私募证券投资基金B类份额,TX510B,蒙玺国证2000指数量化3号私募证券投资基金B类份额,TX510B,上海蒙玺投资,,2022-07-22,,国泰君安证券股份有限公司,,每个交易日,否,1%,,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%,,无,,0.01,,0.02%,0.02%,"提取时间：赎回时、分红时、到期时；
提取标准：当对应份额在持有期的年化收益率大于 0 且超过同期国证 2000 指数（399303）收益率时提取超额部分的 20%作为业绩报酬",100亿元以上,P1063294
团队跟踪,静实致远增强B类,TX963B,静实致远增强私募证券投资基金B类份额,TX963B,共青城静实投资,,2022-07-22,,兴业证券股份有限公司,,每周三,否,0%,1万元起,0%,0.7,,0.6,0.01,,0.025%,0.025%,单客户单笔高水位20%,5-10亿元,P1070233
团队跟踪,龙帆优孚1号私募证券投资基金A类,TY187A,龙帆优孚1号私募证券投资基金A类,TY187A,厦门龙帆资管,,2022-07-20,,兴业证券股份有限公司,,每个交易日,否,0%,,0%,,无,,0.012,,0.025％,0.025％,20%,5-10亿元,P1062076
团队跟踪,龙帆优孚1号私募证券投资基金B类,TY187B,龙帆优孚1号私募证券投资基金B类,TY187B,厦门龙帆资管,,2022-07-20,,兴业证券股份有限公司,,每个交易日,否,0%,,0%,,无,,0.002,,0.025％,0.025％,不计提业绩报酬,5-10亿元,P1062076
团队跟踪,思益对冲套利1号私募证券投资基金A类份额,TY231A,思益对冲套利1号私募证券投资基金A类份额,TY231A,海南思益,,2022-07-26,2022-07-29,华泰证券股份有限公司,,每日,可临开赎回,0%,不低于1万元,持有期小等于92天，赎回费率为1%；持有期大于92天，赎回费率为0%,0.85,无,0.8,0.01,,0.02%,0.02%,单人单笔高水位法，针对收益0%以上的部分计提20%业绩报酬,10-20亿元,P1073674
团队跟踪,安子心夏多策略一号私募证券投资基金A类份额,TY813A,安子心夏多策略一号私募证券投资基金A类份额,TY813A,深圳安子,,2022-08-09,2022-08-17,国泰君安证券股份有限公司,,申购开放日为每周周三，赎回开放日为每月第一个周三,否,1%,10万元,持有期小于180天，赎回费率为2%；持有期大等于180天且小于360天，赎回费率为1%；持有期大等于360 天，赎回费率为0%,,,,0.015,,0.02%,0.02%,20%；计提时点：投资者赎回日、分红权益登记日、基金清算日。,20-50亿元,P1071972
团队跟踪,鲁民投中证1000指数增强一号私募证券投资基金A类份额,TY963A,鲁民投中证1000指数增强一号私募证券投资基金A类份额,TY963A,鲁民投基金,,2022-07-27,2022-07-27,光大证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1069017
团队跟踪,鲁民投中证1000指数增强一号私募证券投资基金B类份额,TY963B,鲁民投中证1000指数增强一号私募证券投资基金B类份额,TY963B,鲁民投基金,,2022-07-27,2022-07-27,光大证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1069017
团队跟踪,量道兵法7号私募证券投资基金B类份额,TZ022B,量道兵法7号私募证券投资基金B类份额,TZ022B,深圳量道投资,,2022-07-25,0000-00-00,兴业证券股份有限公司,,每个交易日,可临开赎回,0%,1万元起,0%（可金额赎回）,,无,,0,,,0.015％,不计提业绩报酬,100亿元以上,P1016658
团队跟踪,绰瑞金轮7号私募证券投资基金A类份额,TZ187A,绰瑞金轮7号私募证券投资基金A类份额,TZ187A,上海绰瑞,,2022-07-26,2022-07-27,华泰证券股份有限公司,,,否,,,,,,,0.01,,,,20%,10-20亿元,P1006129
团队跟踪,安子极客中证1000增强一号私募证券投资基金A类份额,TZ906A,安子极客中证1000增强一号私募证券投资基金A类份额,TZ906A,深圳安子,,2022-08-15,2022-08-18,国泰君安证券股份有限公司,,每周周五，如遇非交易日，提前至前一个交易日,可临开赎回,1%,10万元起,持有期小于180天，赎回费率为2%；持有期大等于180天且小于360天，赎回费率为1%；持有期大等于360 天，赎回费率为0%,,无,,0.015,每日计提，按自然季度支付,0.02%/年,0.02%/年,20%；计提时点：投资者赎回日、分红权益登记日、基金清算日。,20-50亿元,P1071972
团队跟踪,蒙玺国证2000指数量化1号B类,VA137B,蒙玺国证2000指数量化1号私募证券投资基金B类份额,VA137B,上海蒙玺投资,,2022-02-21,,国泰君安证券股份有限公司,,每个交易日,可临开赎回,1%,,0%,,无,,0.01,1%,0.025%,0.025%,收益大于0%且超过同期国证2000指数收益率时提取超额部分的20%作为业绩报酬,100亿元以上,P1063294
团队跟踪,翔云50二号私募证券投资基金A类份额,VB166A,翔云50二号私募证券投资基金A类份额,VB166A,广州翔云,,2022-02-09,,华泰证券股份有限公司,,每月最后一天,可临开赎回,1%,不低于10万,180天1%；360天0.5%,,90天,,0.01,,0.025%,0.025%,20%,10-20亿元,P1007271
团队跟踪,翔云50二号私募证券投资基金B类份额,VB166B,翔云50二号私募证券投资基金B类份额,VB166B,广州翔云,,2022-02-09,2022-02-17,华泰证券股份有限公司,,每月倒数第1个交易日,否,,不低于10万,,,90天,,0,,0.025%,0.025%,,10-20亿元,P1007271
团队跟踪,半鞅量化精选私募证券投资基金B类份额,VB591B,半鞅量化精选私募证券投资基金B类份额,VB591B,半鞅基金,海南半鞅,2022-02-21,2022-02-28,中信证券股份有限公司,,每个工作日,否,0%,,持有期小于180天，赎回费率为1%；180天≤持有期限<365天，赎回费率为0.5%；持有期限≥365天，赎回费率为0%,0.6,,0.5,0.01,,0.01%,0.01%,"计提比例:20%；
计提方式:单客户高水位法",100亿元以上,P1072919
团队跟踪,庄贤亨贞期权定制五号私募证券投资基金A类份额,VB621A,庄贤亨贞期权定制五号私募证券投资基金A类份额,VB621A,杭州庄贤投资,,2022-02-17,2022-02-22,招商证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1063460
团队跟踪,臻选远识价值优选私募证券投资基金B类份额,VB724B,臻选远识价值优选私募证券投资基金B类份额,VB724B,海南臻选,,2022-03-15,2022-03-21,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1072693
团队跟踪,合骥睿源500增强2号A类,VC177A,合骥睿源500增强2号私募证券投资基金A类份额,VC177A,上海合骥,,2022-03-01,2022-03-04,国泰君安证券股份有限公司,,每周一为申购开放日，每个月最后一个交易日为赎回开放日,否,1%,,,,无,,0.01,,0.025%,0.025%,,100亿元以上,P1072437
团队跟踪,白鹭权优1号私募证券投资基金B类份额,VC309B,白鹭权优1号私募证券投资基金B类份额,VC309B,浙江白鹭资管,,2022-04-11,2022-04-14,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,20-50亿元,P1030053
团队跟踪,百奕低波可转债私募证券投资基金A类份额,VC719A,百奕低波可转债私募证券投资基金A类份额,VC719A,上海百奕投资,,2022-02-28,2022-03-10,招商证券股份有限公司,,本基金开放日为每自然周周五（遇法定节假日则顺延至下一工作日）,可临开赎回,,每次追加认购金额应不低于1万元人民币,,0.8,无,0.7,0,,0.025%,0.025%,,0-5亿元,P1014097
团队跟踪,百奕低波可转债私募证券投资基金B类份额,VC719B,百奕低波可转债私募证券投资基金B类份额,VC719B,上海百奕投资,,2022-02-28,2022-03-10,招商证券股份有限公司,,本基金开放日为每自然周周五（遇法定节假日则顺延至下一工作日）,可临开赎回,,每次追加认购金额应不低于1万元人民币,,0.8,无,0.7,0,,0.025%,0.025%,,0-5亿元,P1014097
团队跟踪,盛冠达泽众进取6号私募证券投资基金C类份额,VD019C,盛冠达泽众进取6号私募证券投资基金C类份额,VD019C,海南盛冠达,,2022-06-21,2022-06-27,国泰君安证券股份有限公司,,每个交易日,否,0,,0-1%（90天为界）,,无,,0.01,,0.015%,0.015%,单人单笔高水位法，计提20%,20-50亿元,P1001070
团队跟踪,上海高恩价值策略1号A类,VD360A,上海高恩价值策略1号私募证券投资基金A类份额,VD360A,上海高恩,,2022-03-11,2022-03-18,国泰君安证券股份有限公司,,每周二周四,否,认购费率为1%；（可免）,,0 日<持有期限<365 日赎回费2% 持有期限≥365 日赎回费0%,,无,,0.01,,,,"管理费1%+20%
",20-50亿元,P1072816
团队跟踪,赜远金选量化对冲1号私募证券投资基金B类份额,VE320B,赜远金选量化对冲1号私募证券投资基金B类份额,VE320B,珠海赜远,,2022-03-17,2022-03-22,中信证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1072412
团队跟踪,博孚利东山晓旭私募证券投资基金A类,VE814A,博孚利东山晓旭私募证券投资基金A类,VE814A,厦门博孚利资管,,2022-03-18,0000-00-00,国泰君安证券股份有限公司,,每周一、周三和周五,否,1%,1万元的整数倍,0%,,无,,0.012,,0.015%,0.015%,高水位法，计提绝对收益的10%,50-100亿元,P1023120
团队跟踪,博孚利东山晓旭私募证券投资基金B类,VE814B,博孚利东山晓旭私募证券投资基金B类,VE814B,厦门博孚利资管,,2022-03-18,0000-00-00,国泰君安证券股份有限公司,,每周一、周三和周五,否,0%,1 万元的整数倍,0%,,无,,0,,0.015%,0.015%,0%,50-100亿元,P1023120
团队跟踪,复利瓴宇财道1号3期私募证券投资基金A类份额,VF299A,复利瓴宇财道1号3期私募证券投资基金A类份额,VF299A,上海复利投资,,2022-03-07,,招商证券股份有限公司,,申购开放日为：每个工作日；赎回日开放日为：每月5号、20号,否,1%,,0%,,,0.85,0,,0.025%,0.025%,不计提业绩报酬,0-5亿元,P1020564
团队跟踪,嘉鸿璞真6号私募证券投资基金B类份额,VG092B,嘉鸿璞真6号私募证券投资基金B类份额,VG092B,上海嘉鸿,浙江嘉鸿资管,2023-01-12,2023-01-17,兴业证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1068812
团队跟踪,极量巨浪FOF私募证券投资基金A类,VG299A,极量巨浪FOF私募证券投资基金A类,VG299A,共青城极量投资,,2022-09-14,,招商证券股份有限公司,,每个工作日,否,1%,,持有期小于12个月，赎回费率为1%；持有期小于12个月，赎回费率为0%,,,,0.01,,0.025%,,10%,10-20亿元,P1071373
团队跟踪,悦海盈和1000指数增强1号私募证券投资基金B类份额,VG537B,悦海盈和1000指数增强1号私募证券投资基金B类份额,VG537B,青岛悦海盈和,,2022-03-23,2022-03-29,招商证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1070936
团队跟踪,品责七号私募证券投资基金B类份额,VG595B,品责七号私募证券投资基金B类份额,VG595B,上海品责资产,,2022-03-15,2022-03-18,招商证券股份有限公司,,,否,,,,,,,0,,,,,5-10亿元,P1020138
团队跟踪,捷荆天策10号私募证券投资基金A类份额,VG807A,捷荆天策10号私募证券投资基金A类份额,VG807A,浙江捷荆,,2022-04-08,2022-04-14,兴业证券股份有限公司,,每周周一、周三、周五,可临开赎回,0%,,0%,0.95,无,0.9,0.005,,0.025%,0.025%,单个基金份额持有人单笔投资高水位净值法，10%,0-5亿元,P1065132
团队跟踪,佳岳-实投聚配2号A类,VG861A,佳岳-实投聚配2号私募证券投资基金A类份额,VG861A,海南佳岳,,2022-03-23,,招商证券股份有限公司,,"申购：每个工作日
赎回：每个工作日",否,0%,不低于1万元,小于6个月2%；6个月及以上0%,,无,0.5,0.005,其中A类份额管理费率为0.5%，B类份额管理费率为0%。,0.025%,0.025%,"整体收益收取：
本基金只对A类份额计提业绩报酬，对B类份额不计提业绩报酬。业绩报酬的提取比例为15%。",20-50亿元,P1064142
